"season","player_id","player_name","team_id","team_name","shot_zone_basic","shots_attempted","shots_made","percentage","team_average","league_average"
"2019-2020","201566","Russell Westbrook","1610612745","Houston Rockets","Left Corner 3","30","6","20.00","40.26","39.73"
"2019-2020","201566","Russell Westbrook","1610612745","Houston Rockets","Mid-Range","297","121","40.74","40.45","40.47"
"2019-2020","201566","Russell Westbrook","1610612745","Houston Rockets","Restricted Area","599","364","60.77","64.13","63.54"
"2019-2020","201566","Russell Westbrook","1610612745","Houston Rockets","Right Corner 3","15","4","26.67","36.47","38.02"
"2019-2020","201569","Eric Gordon","1610612745","Houston Rockets","Above the Break 3","276","91","32.97","33.36","35.14"
"2019-2020","201569","Eric Gordon","1610612745","Houston Rockets","Backcourt","2","0","0.00","0.00","1.73"
"2019-2020","201569","Eric Gordon","1610612745","Houston Rockets","In The Paint (Non-RA)","33","11","33.33","37.37","39.93"
"2019-2020","201569","Eric Gordon","1610612745","Houston Rockets","Left Corner 3","14","5","35.71","40.26","39.73"
"2019-2020","201569","Eric Gordon","1610612745","Houston Rockets","Mid-Range","10","1","10.00","40.45","40.47"
"2019-2020","201569","Eric Gordon","1610612745","Houston Rockets","Restricted Area","117","63","53.85","64.13","63.54"
"2019-2020","201569","Eric Gordon","1610612745","Houston Rockets","Right Corner 3","11","0","0.00","36.47","38.02"
"2019-2020","201583","Ryan Anderson","1610612745","Houston Rockets","Above the Break 3","5","1","20.00","33.36","35.14"
"2019-2020","201583","Ryan Anderson","1610612745","Houston Rockets","Mid-Range","1","1","100.00","40.45","40.47"
"2019-2020","201583","Ryan Anderson","1610612745","Houston Rockets","Restricted Area","1","0","0.00","64.13","63.54"
"2019-2020","201601","Luc Mbah a Moute","1610612745","Houston Rockets","Above the Break 3","2","0","0.00","33.36","35.14"
"2019-2020","201601","Luc Mbah a Moute","1610612745","Houston Rockets","Restricted Area","3","2","66.67","64.13","63.54"
"2019-2020","201935","James Harden","1610612745","Houston Rockets","Above the Break 3","803","285","35.49","33.36","35.14"
"2019-2020","201935","James Harden","1610612745","Houston Rockets","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","201935","James Harden","1610612745","Houston Rockets","In The Paint (Non-RA)","223","88","39.46","37.37","39.93"
"2019-2020","201935","James Harden","1610612745","Houston Rockets","Left Corner 3","20","8","40.00","40.26","39.73"
"2019-2020","201935","James Harden","1610612745","Houston Rockets","Mid-Range","20","10","50.00","40.45","40.47"
"2019-2020","201935","James Harden","1610612745","Houston Rockets","Restricted Area","428","275","64.25","64.13","63.54"
"2019-2020","201935","James Harden","1610612745","Houston Rockets","Right Corner 3","19","6","31.58","36.47","38.02"
"2019-2020","201960","DeMarre Carroll","1610612745","Houston Rockets","Above the Break 3","10","0","0.00","33.36","35.14"
"2019-2020","201960","DeMarre Carroll","1610612745","Houston Rockets","In The Paint (Non-RA)","6","4","66.67","37.37","39.93"
"2019-2020","201960","DeMarre Carroll","1610612745","Houston Rockets","Left Corner 3","5","2","40.00","40.26","39.73"
"2019-2020","201960","DeMarre Carroll","1610612745","Houston Rockets","Mid-Range","1","0","0.00","40.45","40.47"
"2019-2020","201960","DeMarre Carroll","1610612745","Houston Rockets","Restricted Area","10","7","70.00","64.13","63.54"
"2019-2020","201960","DeMarre Carroll","1610612745","Houston Rockets","Right Corner 3","5","3","60.00","36.47","38.02"
"2019-2020","203085","Austin Rivers","1610612745","Houston Rockets","Above the Break 3","207","68","32.85","33.36","35.14"
"2019-2020","203085","Austin Rivers","1610612745","Houston Rockets","In The Paint (Non-RA)","64","21","32.81","37.37","39.93"
"2019-2020","203085","Austin Rivers","1610612745","Houston Rockets","Left Corner 3","32","20","62.50","40.26","39.73"
"2019-2020","203085","Austin Rivers","1610612745","Houston Rockets","Mid-Range","8","3","37.50","40.45","40.47"
"2019-2020","203085","Austin Rivers","1610612745","Houston Rockets","Restricted Area","159","91","57.23","64.13","63.54"
"2019-2020","203085","Austin Rivers","1610612745","Houston Rockets","Right Corner 3","31","8","25.81","36.47","38.02"
"2019-2020","203463","Ben McLemore","1610612745","Houston Rockets","Above the Break 3","306","116","37.91","33.36","35.14"
"2019-2020","203463","Ben McLemore","1610612745","Houston Rockets","Backcourt","2","0","0.00","0.00","1.73"
"2019-2020","203463","Ben McLemore","1610612745","Houston Rockets","In The Paint (Non-RA)","10","2","20.00","37.37","39.93"
"2019-2020","203463","Ben McLemore","1610612745","Houston Rockets","Left Corner 3","70","30","42.86","40.26","39.73"
"2019-2020","203463","Ben McLemore","1610612745","Houston Rockets","Mid-Range","1","1","100.00","40.45","40.47"
"2019-2020","203463","Ben McLemore","1610612745","Houston Rockets","Restricted Area","82","58","70.73","64.13","63.54"
"2019-2020","203463","Ben McLemore","1610612745","Houston Rockets","Right Corner 3","74","35","47.30","36.47","38.02"
"2019-2020","203496","Robert Covington","1610612745","Houston Rockets","Above the Break 3","130","39","30.00","33.36","35.14"
"2019-2020","203496","Robert Covington","1610612745","Houston Rockets","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","203496","Robert Covington","1610612745","Houston Rockets","In The Paint (Non-RA)","6","1","16.67","37.37","39.93"
"2019-2020","203496","Robert Covington","1610612745","Houston Rockets","Left Corner 3","11","4","36.36","40.26","39.73"
"2019-2020","203496","Robert Covington","1610612745","Houston Rockets","Mid-Range","3","2","66.67","40.45","40.47"
"2019-2020","203496","Robert Covington","1610612745","Houston Rockets","Restricted Area","50","33","66.00","64.13","63.54"
"2019-2020","203496","Robert Covington","1610612745","Houston Rockets","Right Corner 3","26","10","38.46","36.47","38.02"
"2019-2020","203991","Clint Capela","1610612745","Houston Rockets","In The Paint (Non-RA)","67","24","35.82","37.37","39.93"
"2019-2020","203991","Clint Capela","1610612745","Houston Rockets","Mid-Range","4","1","25.00","40.45","40.47"
"2019-2020","203991","Clint Capela","1610612745","Houston Rockets","Restricted Area","317","219","69.09","64.13","63.54"
"2019-2020","203998","Bruno Caboclo","1610612745","Houston Rockets","Above the Break 3","5","1","20.00","33.36","35.14"
"2019-2020","203998","Bruno Caboclo","1610612745","Houston Rockets","In The Paint (Non-RA)","3","2","66.67","37.37","39.93"
"2019-2020","203998","Bruno Caboclo","1610612745","Houston Rockets","Mid-Range","1","0","0.00","40.45","40.47"
"2019-2020","203998","Bruno Caboclo","1610612745","Houston Rockets","Restricted Area","8","6","75.00","64.13","63.54"
"2019-2020","203998","Bruno Caboclo","1610612745","Houston Rockets","Right Corner 3","3","1","33.33","36.47","38.02"
"2019-2020","2199","Tyson Chandler","1610612745","Houston Rockets","Restricted Area","18","14","77.78","64.13","63.54"
"2019-2020","101150","Lou Williams","1610612746","LA Clippers","Above the Break 3","239","84","35.15","36.26","35.14"
"2019-2020","101150","Lou Williams","1610612746","LA Clippers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","101150","Lou Williams","1610612746","LA Clippers","In The Paint (Non-RA)","165","66","40.00","42.20","39.93"
"2019-2020","101150","Lou Williams","1610612746","LA Clippers","Left Corner 3","48","15","31.25","40.63","39.73"
"2019-2020","101150","Lou Williams","1610612746","LA Clippers","Mid-Range","242","97","40.08","39.48","40.47"
"2019-2020","101150","Lou Williams","1610612746","LA Clippers","Restricted Area","215","118","54.88","63.63","63.54"
"2019-2020","101150","Lou Williams","1610612746","LA Clippers","Right Corner 3","26","11","42.31","39.26","38.02"
"2019-2020","1626149","Montrezl Harrell","1610612746","LA Clippers","Above the Break 3","12","0","0.00","36.26","35.14"
"2019-2020","1626149","Montrezl Harrell","1610612746","LA Clippers","Backcourt","6","0","0.00","0.00","1.73"
"2019-2020","1626149","Montrezl Harrell","1610612746","LA Clippers","In The Paint (Non-RA)","185","74","40.00","42.20","39.93"
"2019-2020","1626149","Montrezl Harrell","1610612746","LA Clippers","Mid-Range","29","4","13.79","39.48","40.47"
"2019-2020","1626149","Montrezl Harrell","1610612746","LA Clippers","Restricted Area","580","393","67.76","63.63","63.54"
"2019-2020","1627826","Ivica Zubac","1610612746","LA Clippers","Above the Break 3","2","0","0.00","36.26","35.14"
"2019-2020","1627826","Ivica Zubac","1610612746","LA Clippers","In The Paint (Non-RA)","68","30","44.12","42.20","39.93"
"2019-2020","1627826","Ivica Zubac","1610612746","LA Clippers","Mid-Range","27","16","59.26","39.48","40.47"
"2019-2020","1627826","Ivica Zubac","1610612746","LA Clippers","Restricted Area","288","190","65.97","63.63","63.54"
"2019-2020","1628405","Johnathan Motley","1610612746","LA Clippers","Above the Break 3","1","1","100.00","36.26","35.14"
"2019-2020","1628405","Johnathan Motley","1610612746","LA Clippers","In The Paint (Non-RA)","3","0","0.00","42.20","39.93"
"2019-2020","1628405","Johnathan Motley","1610612746","LA Clippers","Restricted Area","11","10","90.91","63.63","63.54"
"2019-2020","1628476","Derrick Walton Jr.","1610612746","LA Clippers","Above the Break 3","14","7","50.00","36.26","35.14"
"2019-2020","1628476","Derrick Walton Jr.","1610612746","LA Clippers","In The Paint (Non-RA)","1","1","100.00","42.20","39.93"
"2019-2020","1628476","Derrick Walton Jr.","1610612746","LA Clippers","Left Corner 3","3","1","33.33","40.63","39.73"
"2019-2020","1628476","Derrick Walton Jr.","1610612746","LA Clippers","Mid-Range","11","5","45.45","39.48","40.47"
"2019-2020","1628476","Derrick Walton Jr.","1610612746","LA Clippers","Restricted Area","3","2","66.67","63.63","63.54"
"2019-2020","1628476","Derrick Walton Jr.","1610612746","LA Clippers","Right Corner 3","4","1","25.00","39.26","38.02"
"2019-2020","1629010","Jerome Robinson","1610612746","LA Clippers","Above the Break 3","47","17","36.17","36.26","35.14"
"2019-2020","1629010","Jerome Robinson","1610612746","LA Clippers","In The Paint (Non-RA)","18","4","22.22","42.20","39.93"
"2019-2020","1629010","Jerome Robinson","1610612746","LA Clippers","Left Corner 3","11","1","9.09","40.63","39.73"
"2019-2020","1629010","Jerome Robinson","1610612746","LA Clippers","Mid-Range","29","10","34.48","39.48","40.47"
"2019-2020","1629010","Jerome Robinson","1610612746","LA Clippers","Restricted Area","22","13","59.09","63.63","63.54"
"2019-2020","1629010","Jerome Robinson","1610612746","LA Clippers","Right Corner 3","9","1","11.11","39.26","38.02"
"2019-2020","1629013","Landry Shamet","1610612746","LA Clippers","Above the Break 3","212","76","35.85","36.26","35.14"
"2019-2020","1629013","Landry Shamet","1610612746","LA Clippers","In The Paint (Non-RA)","24","8","33.33","42.20","39.93"
"2019-2020","1629013","Landry Shamet","1610612746","LA Clippers","Left Corner 3","42","15","35.71","40.63","39.73"
"2019-2020","1629013","Landry Shamet","1610612746","LA Clippers","Mid-Range","19","4","21.05","39.48","40.47"
"2019-2020","1629013","Landry Shamet","1610612746","LA Clippers","Restricted Area","54","35","64.81","63.63","63.54"
"2019-2020","1629013","Landry Shamet","1610612746","LA Clippers","Right Corner 3","40","20","50.00","39.26","38.02"
"2019-2020","1629599","Amir Coffey","1610612746","LA Clippers","Above the Break 3","12","2","16.67","36.26","35.14"
"2019-2020","1629599","Amir Coffey","1610612746","LA Clippers","In The Paint (Non-RA)","9","4","44.44","42.20","39.93"
"2019-2020","1629599","Amir Coffey","1610612746","LA Clippers","Left Corner 3","3","2","66.67","40.63","39.73"
"2019-2020","1629599","Amir Coffey","1610612746","LA Clippers","Mid-Range","8","3","37.50","39.48","40.47"
"2019-2020","1629599","Amir Coffey","1610612746","LA Clippers","Restricted Area","18","10","55.56","63.63","63.54"
"2019-2020","1629599","Amir Coffey","1610612746","LA Clippers","Right Corner 3","4","2","50.00","39.26","38.02"
"2019-2020","1629611","Terance Mann","1610612746","LA Clippers","Above the Break 3","7","3","42.86","36.26","35.14"
"2019-2020","1629611","Terance Mann","1610612746","LA Clippers","In The Paint (Non-RA)","21","8","38.10","42.20","39.93"
"2019-2020","1629611","Terance Mann","1610612746","LA Clippers","Left Corner 3","4","0","0.00","40.63","39.73"
"2019-2020","1629611","Terance Mann","1610612746","LA Clippers","Mid-Range","6","0","0.00","39.48","40.47"
"2019-2020","1629611","Terance Mann","1610612746","LA Clippers","Restricted Area","32","22","68.75","63.63","63.54"
"2019-2020","1629611","Terance Mann","1610612746","LA Clippers","Right Corner 3","9","4","44.44","39.26","38.02"
"2019-2020","1629662","Mfiondu Kabengele","1610612746","LA Clippers","Above the Break 3","16","6","37.50","36.26","35.14"
"2019-2020","1629662","Mfiondu Kabengele","1610612746","LA Clippers","In The Paint (Non-RA)","3","0","0.00","42.20","39.93"
"2019-2020","1629662","Mfiondu Kabengele","1610612746","LA Clippers","Left Corner 3","3","3","100.00","40.63","39.73"
"2019-2020","1629662","Mfiondu Kabengele","1610612746","LA Clippers","Mid-Range","2","0","0.00","39.48","40.47"
"2019-2020","1629662","Mfiondu Kabengele","1610612746","LA Clippers","Restricted Area","7","5","71.43","63.63","63.54"
"2019-2020","1629662","Mfiondu Kabengele","1610612746","LA Clippers","Right Corner 3","1","0","0.00","39.26","38.02"
"2019-2020","201149","Joakim Noah","1610612746","LA Clippers","In The Paint (Non-RA)","1","0","0.00","42.20","39.93"
"2019-2020","201149","Joakim Noah","1610612746","LA Clippers","Restricted Area","7","4","57.14","63.63","63.54"
"2019-2020","201976","Patrick Beverley","1610612746","LA Clippers","Above the Break 3","137","51","37.23","36.26","35.14"
"2019-2020","201976","Patrick Beverley","1610612746","LA Clippers","In The Paint (Non-RA)","53","23","43.40","42.20","39.93"
"2019-2020","201976","Patrick Beverley","1610612746","LA Clippers","Left Corner 3","31","14","45.16","40.63","39.73"
"2019-2020","201976","Patrick Beverley","1610612746","LA Clippers","Mid-Range","11","3","27.27","39.48","40.47"
"2019-2020","201976","Patrick Beverley","1610612746","LA Clippers","Restricted Area","72","42","58.33","63.63","63.54"
"2019-2020","201976","Patrick Beverley","1610612746","LA Clippers","Right Corner 3","37","14","37.84","39.26","38.02"
"2019-2020","202331","Paul George","1610612746","LA Clippers","Above the Break 3","306","117","38.24","36.26","35.14"
"2019-2020","202331","Paul George","1610612746","LA Clippers","Backcourt","2","0","0.00","0.00","1.73"
"2019-2020","202331","Paul George","1610612746","LA Clippers","In The Paint (Non-RA)","95","39","41.05","42.20","39.93"
"2019-2020","202331","Paul George","1610612746","LA Clippers","Left Corner 3","34","19","55.88","40.63","39.73"
"2019-2020","202331","Paul George","1610612746","LA Clippers","Mid-Range","164","61","37.20","39.48","40.47"
"2019-2020","202331","Paul George","1610612746","LA Clippers","Restricted Area","142","86","60.56","63.63","63.54"
"2019-2020","202331","Paul George","1610612746","LA Clippers","Right Corner 3","39","21","53.85","39.26","38.02"
"2019-2020","202335","Patrick Patterson","1610612746","LA Clippers","Above the Break 3","97","36","37.11","36.26","35.14"
"2019-2020","202335","Patrick Patterson","1610612746","LA Clippers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","202335","Patrick Patterson","1610612746","LA Clippers","In The Paint (Non-RA)","16","7","43.75","42.20","39.93"
"2019-2020","202335","Patrick Patterson","1610612746","LA Clippers","Left Corner 3","27","14","51.85","40.63","39.73"
"2019-2020","202335","Patrick Patterson","1610612746","LA Clippers","Mid-Range","14","3","21.43","39.48","40.47"
"2019-2020","202335","Patrick Patterson","1610612746","LA Clippers","Restricted Area","31","18","58.06","63.63","63.54"
"2019-2020","202335","Patrick Patterson","1610612746","LA Clippers","Right Corner 3","47","17","36.17","39.26","38.02"
"2019-2020","202694","Marcus Morris Sr.","1610612746","LA Clippers","Above the Break 3","55","16","29.09","36.26","35.14"
"2019-2020","202694","Marcus Morris Sr.","1610612746","LA Clippers","In The Paint (Non-RA)","24","12","50.00","42.20","39.93"
"2019-2020","202694","Marcus Morris Sr.","1610612746","LA Clippers","Left Corner 3","14","4","28.57","40.63","39.73"
"2019-2020","202694","Marcus Morris Sr.","1610612746","LA Clippers","Mid-Range","46","23","50.00","39.48","40.47"
"2019-2020","202694","Marcus Morris Sr.","1610612746","LA Clippers","Restricted Area","20","13","65.00","63.63","63.54"
"2019-2020","202694","Marcus Morris Sr.","1610612746","LA Clippers","Right Corner 3","15","6","40.00","39.26","38.02"
"2019-2020","202695","Kawhi Leonard","1610612746","LA Clippers","Above the Break 3","304","113","37.17","36.26","35.14"
"2019-2020","202695","Kawhi Leonard","1610612746","LA Clippers","In The Paint (Non-RA)","257","123","47.86","42.20","39.93"
"2019-2020","202695","Kawhi Leonard","1610612746","LA Clippers","Left Corner 3","10","5","50.00","40.63","39.73"
"2019-2020","202695","Kawhi Leonard","1610612746","LA Clippers","Mid-Range","326","140","42.94","39.48","40.47"
"2019-2020","202695","Kawhi Leonard","1610612746","LA Clippers","Restricted Area","226","147","65.04","63.63","63.54"
"2019-2020","202695","Kawhi Leonard","1610612746","LA Clippers","Right Corner 3","10","4","40.00","39.26","38.02"
"2019-2020","202704","Reggie Jackson","1610612746","LA Clippers","Above the Break 3","44","17","38.64","36.26","35.14"
"2019-2020","202704","Reggie Jackson","1610612746","LA Clippers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","202704","Reggie Jackson","1610612746","LA Clippers","In The Paint (Non-RA)","22","9","40.91","42.20","39.93"
"2019-2020","202704","Reggie Jackson","1610612746","LA Clippers","Left Corner 3","10","5","50.00","40.63","39.73"
"2019-2020","202704","Reggie Jackson","1610612746","LA Clippers","Mid-Range","11","5","45.45","39.48","40.47"
"2019-2020","202704","Reggie Jackson","1610612746","LA Clippers","Restricted Area","32","18","56.25","63.63","63.54"
"2019-2020","202704","Reggie Jackson","1610612746","LA Clippers","Right Corner 3","8","4","50.00","39.26","38.02"
"2019-2020","203090","Maurice Harkless","1610612746","LA Clippers","Above the Break 3","27","7","25.93","36.26","35.14"
"2019-2020","203090","Maurice Harkless","1610612746","LA Clippers","In The Paint (Non-RA)","10","2","20.00","42.20","39.93"
"2019-2020","203090","Maurice Harkless","1610612746","LA Clippers","Left Corner 3","26","12","46.15","40.63","39.73"
"2019-2020","203090","Maurice Harkless","1610612746","LA Clippers","Mid-Range","8","3","37.50","39.48","40.47"
"2019-2020","203090","Maurice Harkless","1610612746","LA Clippers","Restricted Area","127","81","63.78","63.63","63.54"
"2019-2020","203090","Maurice Harkless","1610612746","LA Clippers","Right Corner 3","19","7","36.84","39.26","38.02"
"2019-2020","203210","JaMychal Green","1610612746","LA Clippers","Above the Break 3","178","68","38.20","36.26","35.14"
"2019-2020","203210","JaMychal Green","1610612746","LA Clippers","In The Paint (Non-RA)","24","10","41.67","42.20","39.93"
"2019-2020","203210","JaMychal Green","1610612746","LA Clippers","Left Corner 3","30","14","46.67","40.63","39.73"
"2019-2020","203210","JaMychal Green","1610612746","LA Clippers","Mid-Range","12","5","41.67","39.48","40.47"
"2019-2020","203210","JaMychal Green","1610612746","LA Clippers","Restricted Area","79","44","55.70","63.63","63.54"
"2019-2020","203210","JaMychal Green","1610612746","LA Clippers","Right Corner 3","29","10","34.48","39.26","38.02"
"2019-2020","203585","Rodney McGruder","1610612746","LA Clippers","Above the Break 3","41","14","34.15","36.26","35.14"
"2019-2020","203585","Rodney McGruder","1610612746","LA Clippers","In The Paint (Non-RA)","46","21","45.65","42.20","39.93"
"2019-2020","203585","Rodney McGruder","1610612746","LA Clippers","Left Corner 3","19","4","21.05","40.63","39.73"
"2019-2020","203585","Rodney McGruder","1610612746","LA Clippers","Mid-Range","5","1","20.00","39.48","40.47"
"2019-2020","203585","Rodney McGruder","1610612746","LA Clippers","Restricted Area","41","26","63.41","63.63","63.54"
"2019-2020","203585","Rodney McGruder","1610612746","LA Clippers","Right Corner 3","29","6","20.69","39.26","38.02"
"2019-2020","1626188","Quinn Cook","1610612747","Los Angeles Lakers","Above the Break 3","63","20","31.75","33.00","35.14"
"2019-2020","1626188","Quinn Cook","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","33","11","33.33","38.18","39.93"
"2019-2020","1626188","Quinn Cook","1610612747","Los Angeles Lakers","Left Corner 3","14","9","64.29","44.52","39.73"
"2019-2020","1626188","Quinn Cook","1610612747","Los Angeles Lakers","Mid-Range","50","23","46.00","36.80","40.47"
"2019-2020","1626188","Quinn Cook","1610612747","Los Angeles Lakers","Restricted Area","46","26","56.52","69.02","63.54"
"2019-2020","1626188","Quinn Cook","1610612747","Los Angeles Lakers","Right Corner 3","8","2","25.00","36.39","38.02"
"2019-2020","1627936","Alex Caruso","1610612747","Los Angeles Lakers","Above the Break 3","80","28","35.00","33.00","35.14"
"2019-2020","1627936","Alex Caruso","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","32","3","9.38","38.18","39.93"
"2019-2020","1627936","Alex Caruso","1610612747","Los Angeles Lakers","Left Corner 3","17","5","29.41","44.52","39.73"
"2019-2020","1627936","Alex Caruso","1610612747","Los Angeles Lakers","Mid-Range","31","7","22.58","36.80","40.47"
"2019-2020","1627936","Alex Caruso","1610612747","Los Angeles Lakers","Restricted Area","109","70","64.22","69.02","63.54"
"2019-2020","1627936","Alex Caruso","1610612747","Los Angeles Lakers","Right Corner 3","22","7","31.82","36.39","38.02"
"2019-2020","1628398","Kyle Kuzma","1610612747","Los Angeles Lakers","Above the Break 3","205","52","25.37","33.00","35.14"
"2019-2020","1628398","Kyle Kuzma","1610612747","Los Angeles Lakers","Backcourt","2","0","0.00","0.00","1.73"
"2019-2020","1628398","Kyle Kuzma","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","138","55","39.86","38.18","39.93"
"2019-2020","1628398","Kyle Kuzma","1610612747","Los Angeles Lakers","Left Corner 3","33","15","45.45","44.52","39.73"
"2019-2020","1628398","Kyle Kuzma","1610612747","Los Angeles Lakers","Mid-Range","96","32","33.33","36.80","40.47"
"2019-2020","1628398","Kyle Kuzma","1610612747","Los Angeles Lakers","Restricted Area","162","118","72.84","69.02","63.54"
"2019-2020","1628398","Kyle Kuzma","1610612747","Los Angeles Lakers","Right Corner 3","32","19","59.38","36.39","38.02"
"2019-2020","1628961","Kostas Antetokounmpo","1610612747","Los Angeles Lakers","Restricted Area","3","3","100.00","69.02","63.54"
"2019-2020","1629659","Talen Horton-Tucker","1610612747","Los Angeles Lakers","Above the Break 3","8","2","25.00","33.00","35.14"
"2019-2020","1629659","Talen Horton-Tucker","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","3","0","0.00","38.18","39.93"
"2019-2020","1629659","Talen Horton-Tucker","1610612747","Los Angeles Lakers","Left Corner 3","3","2","66.67","44.52","39.73"
"2019-2020","1629659","Talen Horton-Tucker","1610612747","Los Angeles Lakers","Mid-Range","2","1","50.00","36.80","40.47"
"2019-2020","1629659","Talen Horton-Tucker","1610612747","Los Angeles Lakers","Restricted Area","12","9","75.00","69.02","63.54"
"2019-2020","1629659","Talen Horton-Tucker","1610612747","Los Angeles Lakers","Right Corner 3","2","0","0.00","36.39","38.02"
"2019-2020","1629668","Zach Norvell Jr.","1610612747","Los Angeles Lakers","Mid-Range","1","0","0.00","36.80","40.47"
"2019-2020","1629719","Devontae Cacok","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","3","2","66.67","38.18","39.93"
"2019-2020","1629719","Devontae Cacok","1610612747","Los Angeles Lakers","Restricted Area","3","1","33.33","69.02","63.54"
"2019-2020","200765","Rajon Rondo","1610612747","Los Angeles Lakers","Above the Break 3","99","32","32.32","33.00","35.14"
"2019-2020","200765","Rajon Rondo","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","45","14","31.11","38.18","39.93"
"2019-2020","200765","Rajon Rondo","1610612747","Los Angeles Lakers","Left Corner 3","12","3","25.00","44.52","39.73"
"2019-2020","200765","Rajon Rondo","1610612747","Los Angeles Lakers","Mid-Range","35","13","37.14","36.80","40.47"
"2019-2020","200765","Rajon Rondo","1610612747","Los Angeles Lakers","Restricted Area","123","69","56.10","69.02","63.54"
"2019-2020","200765","Rajon Rondo","1610612747","Los Angeles Lakers","Right Corner 3","14","6","42.86","36.39","38.02"
"2019-2020","201162","Jared Dudley","1610612747","Los Angeles Lakers","Above the Break 3","29","11","37.93","33.00","35.14"
"2019-2020","201162","Jared Dudley","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","2","1","50.00","38.18","39.93"
"2019-2020","201162","Jared Dudley","1610612747","Los Angeles Lakers","Left Corner 3","5","3","60.00","44.52","39.73"
"2019-2020","201162","Jared Dudley","1610612747","Los Angeles Lakers","Mid-Range","4","1","25.00","36.80","40.47"
"2019-2020","201162","Jared Dudley","1610612747","Los Angeles Lakers","Restricted Area","12","4","33.33","69.02","63.54"
"2019-2020","201162","Jared Dudley","1610612747","Los Angeles Lakers","Right Corner 3","8","4","50.00","36.39","38.02"
"2019-2020","201580","JaVale McGee","1610612747","Los Angeles Lakers","Above the Break 3","5","3","60.00","33.00","35.14"
"2019-2020","201580","JaVale McGee","1610612747","Los Angeles Lakers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","201580","JaVale McGee","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","57","23","40.35","38.18","39.93"
"2019-2020","201580","JaVale McGee","1610612747","Los Angeles Lakers","Mid-Range","8","4","50.00","36.80","40.47"
"2019-2020","201580","JaVale McGee","1610612747","Los Angeles Lakers","Restricted Area","235","165","70.21","69.02","63.54"
"2019-2020","201980","Danny Green","1610612747","Los Angeles Lakers","Above the Break 3","189","65","34.39","33.00","35.14"
"2019-2020","201980","Danny Green","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","35","17","48.57","38.18","39.93"
"2019-2020","201980","Danny Green","1610612747","Los Angeles Lakers","Left Corner 3","63","28","44.44","44.52","39.73"
"2019-2020","201980","Danny Green","1610612747","Los Angeles Lakers","Mid-Range","40","13","32.50","36.80","40.47"
"2019-2020","201980","Danny Green","1610612747","Los Angeles Lakers","Restricted Area","72","47","65.28","69.02","63.54"
"2019-2020","201980","Danny Green","1610612747","Los Angeles Lakers","Right Corner 3","75","27","36.00","36.39","38.02"
"2019-2020","202340","Avery Bradley","1610612747","Los Angeles Lakers","Above the Break 3","89","33","37.08","33.00","35.14"
"2019-2020","202340","Avery Bradley","1610612747","Los Angeles Lakers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","202340","Avery Bradley","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","34","16","47.06","38.18","39.93"
"2019-2020","202340","Avery Bradley","1610612747","Los Angeles Lakers","Left Corner 3","47","21","44.68","44.52","39.73"
"2019-2020","202340","Avery Bradley","1610612747","Los Angeles Lakers","Mid-Range","100","44","44.00","36.80","40.47"
"2019-2020","202340","Avery Bradley","1610612747","Los Angeles Lakers","Restricted Area","76","47","61.84","69.02","63.54"
"2019-2020","202340","Avery Bradley","1610612747","Los Angeles Lakers","Right Corner 3","36","9","25.00","36.39","38.02"
"2019-2020","202693","Markieff Morris","1610612747","Los Angeles Lakers","Above the Break 3","24","10","41.67","33.00","35.14"
"2019-2020","202693","Markieff Morris","1610612747","Los Angeles Lakers","Backcourt","1","0","0.00","0.00","1.73"
"2019-2020","202693","Markieff Morris","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","7","2","28.57","38.18","39.93"
"2019-2020","202693","Markieff Morris","1610612747","Los Angeles Lakers","Left Corner 3","8","2","25.00","44.52","39.73"
"2019-2020","202693","Markieff Morris","1610612747","Los Angeles Lakers","Mid-Range","8","3","37.50","36.80","40.47"
"2019-2020","202693","Markieff Morris","1610612747","Los Angeles Lakers","Restricted Area","15","10","66.67","69.02","63.54"
"2019-2020","202693","Markieff Morris","1610612747","Los Angeles Lakers","Right Corner 3","6","1","16.67","36.39","38.02"
"2019-2020","203076","Anthony Davis","1610612747","Los Angeles Lakers","Above the Break 3","172","53","30.81","33.00","35.14"
"2019-2020","203076","Anthony Davis","1610612747","Los Angeles Lakers","Backcourt","3","0","0.00","0.00","1.73"
"2019-2020","203076","Anthony Davis","1610612747","Los Angeles Lakers","In The Paint (Non-RA)","207","83","40.10","38.18","39.93"
